'Imei','InternalName','DID','LID','Firmware','Modem','Operator','Country','FID','Latitude','Longitude','TimeZone','Age','NumFirstConnect','CatFirstConnectEqual','CatFirstConnectExtreme'
'ec6f340739b539c6e7798daa4a17adfc','ATLAS_2G_SPB','19','28','0.2.33V11','M66FBR03A08','Movistar','Spain','3161','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','274','4.0','muy bajo','bajo'
'd69d122df1587700ec3134ecdd2ce2d0','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3212','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','279','6.0','alto','bajo'
'425e4e147a98560c73b31eaa350dbc51','ATLAS_2G_SPB','6','28','0.2.33V11','M66FBR03A08','Movistar','France','2931','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Paris','0','1.0','muy bajo','bajo'
'82ed22d09fa6f85cd1408d9dbd8f547b','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','422','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1233','2.0','muy bajo','bajo'
'40a805c5f8c09a30cf066badaa2f7d87','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','2118','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','327','19.0','muy alto','bajo'
'83f138d257eafe681a5223d8187186e7','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','1914','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','808','5.0','bajo','bajo'
'd7bb8fb20eac8a4509e04c2ab8f479c8','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','1278','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1049','5.0','bajo','bajo'
'994057d895648975364931197b977629','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','1257','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','189','4.0','muy bajo','bajo'
'eeb880ee15cd18a82745c80eaccbac40','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3209','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','275','15.0','muy alto','bajo'
'fec8e38b95e9d2fac0631f83f204cb67','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','2980','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','318','7.0','alto','bajo'
'6176e6f00a6f5e6342c4af2dbe64d44d','ATLAS_2G_SPB','19','28','0.2.33V11','M66FBR03A08','Movistar','Spain','3161','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','285','7.0','alto','bajo'
'0f2375a5c0fb91ee08867f12380ff388','ATLAS_2G','2','7','0.2.16','M66FBR03A07','Vodafone','Spain','2069','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','727','3.0','muy bajo','bajo'
'ab3d3ee7a22ae6cf7fe566d4c1b42031','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2981','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','202','7.0','alto','bajo'
'683b565c208383a957a005fd177cbc87','ATLAS_2SPB','1','38','0.3.40V12BC660','BC660KGLAAR01A05','1nce','Germany','3060','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','161','7.0','alto','bajo'
'9c93c21999a45002f99c9aa98970fa1f','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','3408','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','239','9.0','alto','bajo'
'81dc44f3a0990b7a52c92501c4fcd70e','Atlas 2','31','6','0.0.60','BC66NBR01A10','Movistar','Spain','3707','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','727','44.0','muy alto','bajo'
'504d72ff4686f2e70bbd9fb2767b7833','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3461','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','131','3.0','muy bajo','bajo'
'0faadee959781855506ba823b7a5c1ad','Atlas 2','29','2','0.0.43','BC66NBR01A10','Vodafone','Greece','733','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Athens','137','9.0','alto','bajo'
'647853f912e1b01b3aa193acd7f24c70','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','3137','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','302','5.0','bajo','bajo'
'66fa0bfdb09f8d69909b4b4eb547b8df','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','422','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1160','6.0','alto','bajo'
'554a14ed6db05420d6ed01397ae45ad3','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','714','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1288','2.0','muy bajo','bajo'
'cbfb6a7b61eb3446dfd08c6191fa4082','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','3397','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','455','5.0','bajo','bajo'
'014d07bef3f7b84ad60ce293803f6b39','ATLAS_2G_SPB','46','30','0.2.36V11','M66FCR01A02BT','Vodafone','The Gambia','3062','Grupo4 (Zona Tropical)','Grupo C (America Este / Atlantico)','Africa/Banjul','92','4.0','muy bajo','bajo'
'2114574302f9d21d0c09f80cfefb711e','ATLAS_2G_SPB','2','18','0.2.34V11','M66FBR03A07','','Portugal','2177','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','423','9.0','alto','bajo'
'fc869d1847d02a2a0f2d44b6ac384001','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','855','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','258','14.0','muy alto','bajo'
'd9f1135c05c1cee12ab1f105058c2bff','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','3367','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','109','6.0','alto','bajo'
'71cf38e1c9fb362a6267a224bbe85ecb','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','2277','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','604','4.0','muy bajo','bajo'
'1586b1d0da7d13268939052186a2aa5e','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','1062','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1310','7.0','alto','bajo'
'4b57af2195e14982458e3dc3b9e6ebe4','Atlas 2','3','6','0.0.60','BC66NBR01A10','Vodafone','Netherlands','1319','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','195','2.0','muy bajo','bajo'
'4672dbb00b5917237f24dd8ebcb913e5','ATLAS_2SPB','31','38','0.3.40V12BC660','BC660KGLAAR01A05','Movistar','Spain','3261','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','81','9.0','alto','bajo'
'025456c90cafd53c559af185aadadd18','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2140','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','664','6.0','alto','bajo'
'072fc1a0ed2698a5831e8deaf0b6c751','ATLAS_2SPB','63','27','0.1.37V11','BC66NBR01A11','Movistar','Spain','3045','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','314','11.0','muy alto','bajo'
'5a411860f5b25d062b63ee0e7e8d2aa6','ATLAS_2G_SP','17','7','0.2.17Tur','M66FBR03A07','VTurkey','Türkiye','1187','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','297','6.0','alto','bajo'
'1c8c73e48741d9872adabf968d4421b9','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','3351','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','230','4.0','muy bajo','bajo'
'3ee20849921bd42614a949455583c5f8','Atlas 2','3','2','0.0.43','BC66NBR01A10','Vodafone','Netherlands','501','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','70','2.0','muy bajo','bajo'
'805b6176b02ca8088555e4dc1b51f369','ATLAS_2SPB','2','35','0.1.37V11','BC66NBR01A11','Movistar','Spain','3645','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','140','4.0','muy bajo','bajo'
'bcc9bc0fe184ea6b05be24f675c77147','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','Vodafone','Türkiye','2804','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','0','3.0','muy bajo','bajo'
'83ed9dad788344dc5d0e9fe25e52d8b6','ATLAS_2G','2','7','0.2.12','M66FBR03A07','Movistar','Spain','1257','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1014','6.0','alto','bajo'
'54d097e29dac555886e53c65d155af7a','ATLAS_2G','4','7','0.2.16','M66FBR03A07','Vodafone','Italy','977','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','828','5.0','bajo','bajo'
'01bf0fdb3029f899b6d3e8bf53c6e0fa','ATLAS_2G_SPB','2','22','0.2.37V11','M66FCR01A02BT','Movistar','Costa Rica','3180','Grupo4 (Zona Tropical)','Grupo B (America Central)','America/Costa_Rica','232','16.0','muy alto','bajo'
'49a1221ce852bb6677e712582c5b618a','ATLAS_2SPB','46','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Netherlands','3697','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','44','2.0','muy bajo','bajo'
'e952b9e0df0e7d801f7c438f9c54e699','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','522','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','637','8.0','alto','bajo'
'1c5009a3f1e2eb2b2067cb2f96fd77d4','ATLAS_2SPB','1','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Germany','880','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','205','2.0','muy bajo','bajo'
'8b733336775c33ba08884dc10d96d65f','ATLAS_2SPB','21','31','0.1.37V11','BC66NBR01A11','Vodafone','Switzerland','3092','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','244','11.0','muy alto','bajo'
'922111a399300e4aa06b8c1995b6a107','ATLAS_2SPB','72','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Italy','3657','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','42','5.0','bajo','bajo'
'2d1a77236682a5db3d5efc046c8783f2','ATLAS_2G_SPB','2','22','0.2.36V11','M66FCR01A02BT','Movistar','Spain','2431','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','535','5.0','bajo','bajo'
'93e49d31ca132cdc38a082758b8ce913','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','1291','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','961','5.0','bajo','bajo'
'ed507348fc21947fe2d75b5c7bc994fc','ATLAS_2SPB','18','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','931','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','435','4.0','muy bajo','bajo'
'5322bb309cc27499857fabe8d50f7233','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','421','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1286','6.0','alto','bajo'
'e54a807783782ef2feb2d0f5bcd49d64','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','728','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1262','3.0','muy bajo','bajo'
'271b052e9277d345652f9534a97b5413','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','843','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1109','2.0','muy bajo','bajo'
'697dc8145e14a23887cc21de0986a67a','ATLAS_2SPB','2','15','0.1.37V11','BC66NBR01A11','Movistar','Spain','3530','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','212','3.0','muy bajo','bajo'
'2768b88f945d3c8d7ddd834a60365d3f','Atlas 2','15','5','0.0.50','BC66NBR01A10','Vodafone','Italy','822','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','35','2.0','muy bajo','bajo'
'cb287b048be066e272508bc9bf6b9e79','ATLAS_2SP','1','7','0.1.17','BC66NBR01A11','Vodafone','Germany','2018','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','60','2.0','muy bajo','bajo'
'6b683f8738a7fd22dcaddcd486364a02','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3136','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','140','3.0','muy bajo','bajo'
'c425213a817a0c67628435a0ac6af040','ATLAS_2SPB','2','29','0.1.37V11','BC66NBR01A11','Movistar','Spain','2462','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','531','5.0','bajo','bajo'
'02e3238c989ecfac621ab0e52d71aed8','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Movistar','Spain','3398','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','258','5.0','bajo','bajo'
'739f8eedcf5dd4e867f953aa96b079a6','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','2301','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','464','13.0','muy alto','bajo'
'71f71bbf7a1c23bfa37f48bf3681dcb4','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','453','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1192','9.0','alto','bajo'
'9f8196bc11ce75d261ee4ac8af12b1d6','ATLAS_2S','4','7','0.1.15','BC66NBR01A10','Vodafone','Italy','2875','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','677','8.0','alto','bajo'
'7a972773a5a56c2335f36c7bde4c75e2','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','2386','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','71','7.0','alto','bajo'
'52007aec320a096dfc65e1a0a407a857','ATLAS_2SPB','31','12','0.1.33V11USA','BC66NBR01A11','Vodafone','United States','2031','Grupo3 (Zona Subtropical +)','Grupo A (America Oeste)','America/Los_Angeles','47','29.0','muy alto','bajo'
'860578d12b4a2fda17324de4d8bbbac3','ATLAS_2SP','1','7','0.1.17','BC66NBR01A11','Vodafone','Germany','2333','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Berlin','604','3.0','muy bajo','bajo'
'08db7a84ba91df269722c3fbdfbe276d','ATLAS_2G_SPB','2','12','0.2.37V11','M66FBR03A07','Movistar','Spain','2074','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Madrid','514','4.0','muy bajo','bajo'
'4e3946b5bc6b8019e1407e865ce13d78','ATLAS_2SPB','54','31','0.1.37V11USA','BC66NBR01A11','Vodafone','United States','3703','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','182','6.0','alto','bajo'
'17df04e975da83122db6ebf1492aa204','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','2178','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','96','236.0','muy alto','alto'
'a517ac953d4102da06914f743bf4654a','ATLAS_2SPB','68','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Italy','3196','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','274','6.0','alto','bajo'
'9a602631a513423624881c7c09d9e99d','Atlas 2','2','2','0.0.60','BC66NBR01A10','Vodafone','Spain','728','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1262','5.0','bajo','bajo'
'b95a27ed26f0f3d64ef3da3a0c4077e6','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3547','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','210','5.0','bajo','bajo'
'66a7a47f29b825cb766a668704545f11','ATLAS_2SPB','21','25','0.1.37V11','BC66NBR01A11','Vodafone','Switzerland','3092','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Zurich','216','3.0','muy bajo','bajo'
'76ff1b054c6daffdcf1e68dbe5993ead','ATLAS_2S','2','7','0.1.15','BC66NBR01A11','Vodafone','Spain','3350','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','740','2.0','muy bajo','bajo'
'c12ade444a69db78d7efeee417822fd8','Atlas 2','18','6','0.0.68USA1','BC66NBR01A10','Vodafone','United States','2241','Grupo3 (Zona Subtropical +)','Grupo A (America Oeste)','America/Los_Angeles','491','5.0','bajo','bajo'
'a56ad9460f6e136b7e6bca8f4ee7c106','ATLAS_2SPB','2','16','0.1.37V11','BC66NBR01A11','Movistar','Spain','3356','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','250','4.0','muy bajo','bajo'
'18a05d0375ea1d75dea438e0c4d64262','Atlas 2','3','5','0.0.60','BC66NBR01A10','Vodafone','Netherlands','1294','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','677','7.0','alto','bajo'
'7921d644bc2f680f31f0d1f163437855','ATLAS_2S','2','7','0.1.15','BC66NBR01A10','Movistar','Spain','3397','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','489','4.0','muy bajo','bajo'
'd2d047d5fc97a8673b5902aa2a4d863d','ATLAS_2G_SPB','17','34','0.2.36V11Tur','M66FCR01A03BT','VTurkey','Türkiye','2763','Grupo3 (Zona Subtropical +)','Grupo D (Europa / Africa Oeste)','Europe/Istanbul','17','5.0','bajo','bajo'
'11539092b89b4ff0d845a7a60a227fa3','ATLAS_2G_SPB','6','38','0.2.40V12','M66FCR01A02BT','Movistar','France','3289','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Paris','52','3.0','muy bajo','bajo'
'251808411b3464b65b06f282647db3ac','Atlas 2','2','5','0.0.50','BC66NBR01A10','1nce','Spain','612','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','235','4.0','muy bajo','bajo'
'db61c5aaddd6793f73a6fa137199eaf3','ATLAS_2S','29','7','0.1.20','BC66NBR01A11','Movistar','Portugal','793','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','551','8.0','alto','bajo'
'5a53ea2c7453f2728c5b4852ace9fc14','ATLAS_2SP','18','7','0.1.17USA','BC66NBR01A11','Vodafone','United States','2001','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/Chicago','787','4.0','muy bajo','bajo'
'4df1dcaebe618afe255d2e727f6bb626','ATLAS_2SPB','2','27','0.1.37V11','BC66NBR01A11','Movistar','Spain','3190','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','117','4.0','muy bajo','bajo'
'80199e212aca79f10486d4cd626cbd29','Atlas 2','2','2','0.0.43','BC66NBR01A10','Vodafone','Spain','536','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','430','3.0','muy bajo','bajo'
'd1b6597d52b2dbe29c869e9ca405a3c8','ATLAS_2SPB','47','35','0.1.37V11','BC66NBR01A11','Movistar','Portugal','2178','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','147','4.0','muy bajo','bajo'
'107bfdc2d2b0cf7bce3d613e0b85bb5f','Atlas 2','2','6','0.0.60','BC66NBR01A10','1nce','Spain','728','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1164','206.0','muy alto','alto'
'72359c5312b230f9d473d47a0af416a2','ATLAS_2SPB','2','31','0.1.37V11','BC66NBR01A11','Vodafone','Spain','2908','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','342','3.0','muy bajo','bajo'
'301cea7880d72807c425c3b0f23580cb','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','2183','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','384','56.0','muy alto','bajo'
'af0b3c9989ab2c4d0235cf05a837f2ba','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3141','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','301','7.0','alto','bajo'
'dcf074709213fdf6b9d5fd911a3e7f55','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','855','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','554','14.0','muy alto','bajo'
'5ab65c4c0c3863aca583be479e5d82d9','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Movistar','Spain','3153','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','505','10.0','alto','bajo'
'71b82ed2333b7b5788ce49530e97a95f','ATLAS_2SPB','2','16','0.1.34V11','BC66NBR01A11','Vodafone','Spain','2277','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','610','5.0','bajo','bajo'
'08a4b2285a0fb721473df01efe8455b6','ATLAS_2S','4','7','0.1.15','BC66NBR01A11','Vodafone','Italy','977','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','664','3.0','muy bajo','bajo'
'4d517de3db0c95e2650fb7dea8c3f61c','Atlas 2','2','5','0.0.50','BC66NBR01A10','1nce','Spain','628','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1353','6.0','alto','bajo'
'e635ba50361a55f5cc98aef5764b74eb','ATLAS_2S','2','7','0.1.12','BC66NBR01A11','Movistar','Spain','608','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','865','3.0','muy bajo','bajo'
'd9a32d00736815795d50abcd2e97ebb2','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3578','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','199','5.0','bajo','bajo'
'539bffb09c34373569a209a4ad6d6afe','ATLAS_2SPB','2','38','0.3.40V12BC660','BC660KGLAAR01A05','Vodafone','Spain','3175','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','211','2.0','muy bajo','bajo'
'366a3b5b1c6cd10c7e31a7ae18dcdb43','ATLAS_2SPB','50','27','0.1.37V11AUS','BC66NBR01A11','Telstra','Australia','1924','Grupo5 (Zona Subtropical -)','Grupo E (Asia Oeste / Medio Oriente)','Australia/Perth','0','2.0','muy bajo','bajo'
'476da85533ba5392e06cd67cd7be4a05','ATLAS_2SPB','2','15','0.1.33V11','BC66NBR01A11','Movistar','Spain','1255','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','582','2.0','muy bajo','bajo'
'69ed71ed0043978e2029a4326445d669','Atlas 2','4','5','0.0.60','BC66NBR01A10','Vodafone','Italy','977','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Rome','925','6.0','alto','bajo'
'c1716964ba50753cdcce27fe4e07655b','ATLAS_2G_SP','6','7','0.2.17','M66FBR03A07','Movistar','France','2006','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Paris','12','4.0','muy bajo','bajo'
'beb258508ad03ab05687d7817494b32e','ATLAS_2G_SPB','46','30','0.2.36V11','M66FCR01A02BT','Vodafone','The Gambia','2919','Grupo4 (Zona Tropical)','Grupo C (America Este / Atlantico)','Africa/Banjul','0','2.0','muy bajo','bajo'
'3e0a910cbc75d7ddbc3b0fe8547bc8bb','ATLAS_2G_SPB','47','18','0.2.34V11','M66FCR01A02BT','Movistar','Portugal','2178','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','497','2.0','muy bajo','bajo'
'e34c3f3f33114ef8c78ecf21b8e0d972','ATLAS_2SPB','47','25','0.1.37V11','BC66NBR01A11','Vodafone','Portugal','3478','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','150','3.0','muy bajo','bajo'
'1c0b6fccf5e18f02031d217acfdd7bc3','ATLAS_2G','2','7','0.2.16','M66FBR03A07','Vodafone','Spain','453','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','693','3.0','muy bajo','bajo'
'54f3645cdf802e92ebad9bd1087dc7d6','Atlas 2','3','2','0.0.43','BC66NBR01A10','Vodafone','Netherlands','512','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','1380','3.0','muy bajo','bajo'
'd89e25dd20ea07010d6232a10e5360ee','ATLAS_2SPB','47','35','0.1.37V11','BC66NBR01A11','Movistar','Portugal','3322','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Lisbon','102','4.0','muy bajo','bajo'
'76965cfcc9239d53759d52402528ac3b','Atlas 2','2','6','0.0.60','BC66NBR01A10','Movistar','Spain','3911','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','1299','2.0','muy bajo','bajo'
'b89cf2d98b16c0c7d00119665f041f0d','ATLAS_2SPB','2','32','0.1.37V11','BC66NBR01A11','Movistar','Spain','3349','Grupo3 (Zona Subtropical +)','Grupo C (America Este / Atlantico)','Europe/Madrid','208','6.0','alto','bajo'
'1d44bda28960b0bf1222ecaf69539620','ATLAS_2SP','2','7','0.1.17','BC66NBR01A11','Movistar','Spain','2115','Grupo2 (Zona Templada +)','Grupo C (America Este / Atlantico)','Europe/Madrid','754','3.0','muy bajo','bajo'
'c318d11403cff5a50ef3a4a2230ba62b','ATLAS_2SPB','46','16','0.1.34V11','BC66NBR01A11','Vodafone','Netherlands','2273','Grupo2 (Zona Templada +)','Grupo D (Europa / Africa Oeste)','Europe/Amsterdam','170','3.0','muy bajo','bajo'
'3434cd6cc328a2e3bce49993eda69457','ATLAS_2SP','18','7','0.1.17USA','BC66NBR01A11','Vodafone','United States','1366','Grupo3 (Zona Subtropical +)','Grupo B (America Central)','America/New_York','939','4.0','muy bajo','bajo'
